"분류","자치구","공연/행사명","날짜/시간","장소","시작일","종료일"
"기타","은평구","[구립증산정보도서관] 함께 만드는 크리스마스","2022-12-19~2022-12-24","3층 어린이열람실","2022-12-19 09:00:00+09","2022-12-24 09:00:00+09"
"클래식","은평구","예술한잔- 기쁨과 슬픔","2022-12-19~2022-12-19","은평문화예술회관 로비","2022-12-19 09:00:00+09","2022-12-19 09:00:00+09"
"연극","종로구","미라클 서울-크리스마스 동화","2022-12-19~2022-12-19","서울 영등포구 여의대로 108 더현대 서울 5층","2022-12-19 09:00:00+09","2022-12-19 09:00:00+09"
"클래식","강동구","제3회 율챔버오케스트라 정기연주회","2022-12-18~2022-12-18","대극장 한강","2022-12-18 09:00:00+09","2022-12-18 09:00:00+09"
"클래식","광진구","서울컨템포콰이어 제3회 정기연주회 2022 Merry Christmas","2022-12-18~2022-12-18","나루아트센터 대공연장","2022-12-18 09:00:00+09","2022-12-18 09:00:00+09"
"전시/미술","송파구","[케이움 갤러리] 모두 다 꽃이다.","2022-12-17~2023-01-12","서울 송파구 문정동 30, 케이움 갤러리","2022-12-17 09:00:00+09","2023-01-12 09:00:00+09"
"축제-기타","중구","[서울디자인재단] 서울라이트 DDP ","2022-12-17~2023-01-01"," DDP 서측 외벽 전면 222m","2022-12-17 09:00:00+09","2023-01-01 09:00:00+09"
"전시/미술","동대문구","DDP 협력전시 Inventive Minds and Ideas:Living in the Future","2022-12-17~2022-12-26","동대문디자인플라자(DDP) 뮤지엄 디자인둘레길(1F~2F)","2022-12-17 09:00:00+09","2022-12-26 09:00:00+09"
"전시/미술","중구","카이스트 DDP 협력 전시 [Inventive Minds and Ideas: Living in the Future]","2022-12-17~2022-12-26","DDP 디자인 둘레길 B 구간","2022-12-17 09:00:00+09","2022-12-26 09:00:00+09"
"교육/체험","관악구","2022 관악아트마켓 [예술상점] 연계 토크프로그램 '도란도란 예술상점'","2022-12-17~2022-12-18","관천로 문화플랫폼 S1472","2022-12-17 09:00:00+09","2022-12-18 09:00:00+09"
"교육/체험","관악구","크리에이터를 만나다 크리에이터에게 묻다","2022-12-17~2022-12-17","관악가족행복센터","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"전시/미술","종로구","22.12.17.(토) 14시 재능나눔콘서트 역사와 함께한 '명화 & 명곡' 시리즈 '몬드리안 & 고전에서 현대예술로’","2022-12-17~2022-12-17","박물관 1층 로비","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"국악","강동구","국립민속국악원 콘서트＇아리아＇","2022-12-17~2022-12-17","강동아트센터 대극장 한강","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"무용","광진구","SEO(서)발레·서발레씨어터가 함께하는 크리스마스 최고의 선물 호두까기 인형","2022-12-17~2022-12-17","나루아트센터 대공연장","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"전시/미술","도봉구","김근태기념도서관 《삶의 민주주의, 경청》展 전시연계프로그램 [작가와의 대화X정민기]","2022-12-17~2022-12-17","김근태기념도서관 2층 공간,마루(강당)","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"기타","은평구","[구립증산정보도서관] 크리스마스 맞이 로비 체험 행사 [소복 소복 눈 내린 성탄 거울 만들기]","2022-12-17~2022-12-17","도서관 1층 로비","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"콘서트","용산구","문화가 흐르는 예술마당 9월 세번째 공연","2022-09-11~2022-09-11","노들섬 잔디마당","2022-09-11 09:00:00+09","2022-09-11 09:00:00+09"
"연극","성동구","[성동구청소년어울림마당] 꿈다락 - 코미디 교육 연극 및 토크콘서트 참가자 모집","2022-12-17~2022-12-17","심오피스 메인스테이지(서울시 성동구 서울숲길 53, 심오피스)","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"클래식","강동구","강동구소년소녀합창단 제7회 정기연주회 ""HAPPY CHRISTMAS!""","2022-12-17~2022-12-17","소극장 드림","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"국악","종로구","완창여정프로젝트 : 정지혜의 흥보가 판소리공장 바닥소리","2022-12-17~2022-12-17","서울돈화문국악당","2022-12-17 09:00:00+09","2022-12-17 09:00:00+09"
"전시/미술","성동구","성수 아뜰리에 개관 기념 미디어아트 전시 '빛이 머무는 정원'","2022-12-16~2022-12-28","성동구 아차산로 104 스탈릿 성수 3층 (성수 아뜰리에)","2022-12-16 09:00:00+09","2022-12-28 09:00:00+09"
"무용","마포구","발레 《호두까기 인형》","2022-12-16~2022-12-18","마포아트센터 아트홀맥","2022-12-16 09:00:00+09","2022-12-18 09:00:00+09"
"뮤지컬/오페라","강동구","창작 뮤페라 [애옹이] 갈라콘서트","2022-12-16~2022-12-16","소극장 드림","2022-12-16 09:00:00+09","2022-12-16 09:00:00+09"
"뮤지컬/오페라","광진구","2022년 광진문화재단 송년음악회 [나루 뮤지컬 나잇]","2022-12-16~2022-12-16","나루아트센터 대공연","2022-12-16 09:00:00+09","2022-12-16 09:00:00+09"
"국악","종로구","2022 국악대학전 내일의 예인 - 이우현","2022-12-16~2022-12-16","서울돈화문국악당","2022-12-16 09:00:00+09","2022-12-16 09:00:00+09"
"국악","종로구","[서울시국악관현악단x류장현] 다시갑시다","2022-12-16~2022-12-16","세종M씨어터","2022-12-16 09:00:00+09","2022-12-16 09:00:00+09"
"전시/미술","중구","강석호: 3분의 행복","2022-12-15~2023-03-19","서울시립미술관 서소문본관 3층","2022-12-15 09:00:00+09","2023-03-19 09:00:00+09"
"전시/미술","중구","《키키 스미스 ― 자유낙하》","2022-12-15~2023-03-12","서울시립미술관 서소문본관 1, 2층 전시실","2022-12-15 09:00:00+09","2023-03-12 09:00:00+09"
"전시/미술","강남구","홍성일, 이혜진, 정은실, 천원진 작가, 취다선의 '숨,쉬다'","2022-12-15~2023-01-06","슈페리어갤러리","2022-12-15 09:00:00+09","2023-01-06 09:00:00+09"
"축제-기타","도봉구","둘리뮤지엄 크리스마스 행사","2022-12-15~2022-12-31","둘리뮤지엄","2022-12-15 09:00:00+09","2022-12-31 09:00:00+09"
"뮤지컬/오페라","종로구","2022 송년기획공연 [구두쇠 스크루지 -크리스마스 캐럴-]","2022-12-15~2022-12-25","종로 아이들극장 (종로구 성균관로 91)","2022-12-15 09:00:00+09","2022-12-25 09:00:00+09"
"축제-기타","종로구","[아듀 2022] 생활문화 송년 특별전 : 종로랑 예술가랑","2022-12-15~2022-12-25","홈페이지 참고","2022-12-15 09:00:00+09","2022-12-25 09:00:00+09"
"전시/미술","관악구","2022 관악아트마켓 '예술상점'","2022-12-15~2022-12-23","관천로 문화플랫폼 S1472","2022-12-15 09:00:00+09","2022-12-23 09:00:00+09"
"교육/체험","중구","[서울도서관] 새해 소망을 담은 독서 다이어리 꾸미기 강좌","2022-12-15~2022-12-22","온라인 Zoom","2022-12-15 09:00:00+09","2022-12-22 09:00:00+09"
"전시/미술","강남구","제47회 대한민국전승공예대전","2022-12-15~2022-12-21","서울특별시 강남구 봉은사로 406 (국가무형문화재전수교육관 2, 3층 전시관 '결', '올') ","2022-12-15 09:00:00+09","2022-12-21 09:00:00+09"
"국악","종로구","2022 국악대학전 내일의 예인 - 오대주","2022-12-14~2022-12-14","서울돈화문국악당","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"국악","중구","욕망풍자극 [코인전]","2022-12-15~2022-12-17","서울남산국악당","2022-12-15 09:00:00+09","2022-12-17 09:00:00+09"
"클래식","송파구","2022 서울시향 오스모 벤스케 베토벤 '합창’ ①/②","2022-12-15~2022-12-16","롯데콘서트홀","2022-12-15 09:00:00+09","2022-12-16 09:00:00+09"
"국악","종로구","2022 국악대학전 내일의 예인 - 이지수","2022-12-15~2022-12-15","서울돈화문국악당","2022-12-15 09:00:00+09","2022-12-15 09:00:00+09"
"국악","마포구","한사코 음악회 [한 노래로 긴 밤 새울까]","2022-12-15~2022-12-15","서울특별시 마포구 와우산로29가길 15","2022-12-15 09:00:00+09","2022-12-15 09:00:00+09"
"기타","종로구","2022 제2회 별 헤는 밤 운현궁","2022-12-15~2022-12-15","운현궁 일원","2022-12-15 09:00:00+09","2022-12-15 09:00:00+09"
"영화","강북구","[강북문화재단 기부금 사업] 광대 소리꾼","2022-12-15~2022-12-15","서울특별시 강북구 도봉로 308","2022-12-15 09:00:00+09","2022-12-15 09:00:00+09"
"전시/미술","중구","DDP 오픈큐레이팅 vol.26 [Beyond The City: Cultural Monuments]","2022-12-14~2023-01-15","DDP 갤러리문, DDP 야외 국기 게양대","2022-12-14 09:00:00+09","2023-01-15 09:00:00+09"
"전시/미술","영등포구","MINDBOOM 2022《불소리에, 불타거나》","2022-12-14~2022-12-29","서울 영등포구 양산로 96 산경물산 A46호","2022-12-14 09:00:00+09","2022-12-29 09:00:00+09"
"전시/미술","관악구","[관악구립도서관] 가을밤의 전시회 개최","2022-12-14~2022-12-14","글빛정보도서관 1층 별다방","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"클래식","서초구","2022 서울시향 오스모 벤스케의 베토벤 교향곡 합창","2022-12-14~2022-12-14","예술의전당 콘서트홀","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"전시/미술","구로구","서울아트책보고 개관식","2022-12-14~2022-12-14","서울아트책보고","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"교육/체험","동대문구","[휘경행복도서관] '시니어 특강' 크리스마스 테라리움 만들기","2022-12-14~2022-12-14","서울 동대문구 장안벚꽃로 323 휘경행복도서관","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"기타","은평구","[구립증산정보도서관] 칼림바 동아리 손끝에서와 함께 하는 '칼림바 체험의 밤'","2022-12-14~2022-12-14","지하 문화강좌실","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"콘서트","종로구","나윤선 Waking World Tour in Seoul","2022-12-14~2022-12-14","세종문화회관 세종대극장","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"클래식","서초구","2022 서초문화재단 송년음악회","2022-12-14~2022-12-14","서초문화재단 반포심산아트홀","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"콘서트","용산구","2022 노들 싱글벙글 콘서트","2022-12-14~2022-12-14","노들섬 라이브하우스","2022-12-14 09:00:00+09","2022-12-14 09:00:00+09"
"전시/미술","양천구","모네와 고흐, 향기로 만나다 展","2022-12-13~2022-12-27","양천문화회관 별관 1층 전시관","2022-12-13 09:00:00+09","2022-12-27 09:00:00+09"
"전시/미술","중랑구","씽크씽크아트랩 프로젝트 전시 《IN THE SAN ON THE GROUND》","2022-12-13~2022-12-24","중랑아트센터 제 1전시관","2022-12-13 09:00:00+09","2022-12-24 09:00:00+09"
"전시/미술","종로구","2022 운현궁 기획전시 [2022. 休(휴), 마음이 머물다]","2022-12-13~2022-12-18","운현궁 기획전시실","2022-12-13 09:00:00+09","2022-12-18 09:00:00+09"
"전시/미술","종로구","작은남자들의 비밀공간: 우리, 늘 자라다","2022-12-13~2022-12-18","꿈의숲 드림갤러리","2022-12-13 09:00:00+09","2022-12-18 09:00:00+09"
"국악","종로구","2022 국악대학전 내일의 예인 - 정혜원","2022-12-13~2022-12-13","서울돈화문국악당","2022-12-13 09:00:00+09","2022-12-13 09:00:00+09"
"콘서트","마포구","'75세 어르신 효도급식 지원을 위한 자선콘서트' 김흥국, 박상민 양털쇼(TWO MAN SHOW)","2022-12-13~2022-12-13","마포아트센터 아트홀맥","2022-12-13 09:00:00+09","2022-12-13 09:00:00+09"
"클래식","강동구","디토 오케스트라 정기연주회 - 톡톡 클래식 [UNFINISHED]","2022-12-13~2022-12-13","강동아트센터 대극장 한강","2022-12-13 09:00:00+09","2022-12-13 09:00:00+09"
"교육/체험","도봉구","간송옛집 '간송이 수집한 문화재 이야기' 특강","2022-12-13~2022-12-13","서울특별시 도봉구 시루봉로 149-18","2022-12-13 09:00:00+09","2022-12-13 09:00:00+09"
"연극","종로구","New 유디트의 팔뚝","2022-12-09~2022-12-18","홍익대 대학로 아트센터 소극장","2022-12-09 09:00:00+09","2022-12-18 09:00:00+09"
"콘서트","종로구","2022 카즈미 타테이시 트리오 내한 공연-크리스마스, 재즈를 만나다-","2022-12-13~2022-12-13","세종문화회관 M씨어터","2022-12-13 09:00:00+09","2022-12-13 09:00:00+09"
"전시/미술","종로구","2022 공간큐레이팅 `일상의 예술 Play+Station`","2022-12-12~2023-03-26","세종문화회관 세종라운지","2022-12-12 09:00:00+09","2023-03-26 09:00:00+09"
"기타","은평구","[구립증산정보도서관] 어린이 팝아트 초상화 그리기 체험","2022-12-12~2022-12-13","지하1층 문화강좌실","2022-12-12 09:00:00+09","2022-12-13 09:00:00+09"
"연극","광진구","동화 오페라 '피노키오의 모험'","2022-12-12~2022-12-13","나루아트센터 대공연장","2022-12-12 09:00:00+09","2022-12-13 09:00:00+09"
"콘서트","마포구","엔분의일 단독 콘서트 [2022 엔분의일: Outro]","2022-12-11~2022-12-11","CJ아지트 광흥창 (서울시 마포구 창전로 14)","2022-12-11 09:00:00+09","2022-12-11 09:00:00+09"
"전시/미술","동대문구","DDP 디자인 아카이브 KSVD: 1972~1993","2022-12-10~2023-02-09","뮤지엄 디자인둘레길 1층~지하2층","2022-12-10 09:00:00+09","2023-02-09 09:00:00+09"
"전시/미술","광진구","2022 생활문화25 지원사업 [나루 아틀리에 展]","2022-12-10~2022-12-18","나루아트센터 전시실","2022-12-10 09:00:00+09","2022-12-18 09:00:00+09"
"국악","종로구","달음-Co-existence","2022-12-10~2022-12-11","서울돈화문국악당","2022-12-10 09:00:00+09","2022-12-11 09:00:00+09"
"전시/미술","중구","[테라인포밍]","2022-12-10~2022-12-11","서울시립미술관 서소문본관 3층 프로젝트 갤러리 ","2022-12-10 09:00:00+09","2022-12-11 09:00:00+09"
"무용","강북구","[강북문화재단 후원 공연] 어린이 무용동화 '공주전'","2022-12-10~2022-12-10","서울특별시 강북구 인수봉로 66길 9 강북구 육아종합지원센터","2022-12-10 09:00:00+09","2022-12-10 09:00:00+09"
"기타","은평구","[구립증산정보도서관] 그림책감정표현놀이 프로그램 [마음아, 놀자!]","2022-12-10~2022-12-10","지하 문화강좌실","2022-12-10 09:00:00+09","2022-12-10 09:00:00+09"
"클래식","은평구","[은평문화재단][상주단체] 은평 송년 음악회","2022-12-10~2022-12-10","은평문화예술회관 공연장","2022-12-10 09:00:00+09","2022-12-10 09:00:00+09"
"콘서트","서대문구","피아니스트 문용의 여섯 번째 '연결공간' 온택트 뮤지엄 콘서트 - 딜쿠샤","2022-12-09~3022-12-09","유튜브 서울역사박물관 채널","2022-12-09 09:00:00+09","3022-12-09 09:00:00+09"
"전시/미술","중구","[서울디자인재단] 진달래&박우혁: 코스모스","2022-12-09~2023-03-26","DDP 디자인랩 1층 디자인갤러리","2022-12-09 09:00:00+09","2023-03-26 09:00:00+09"
"기타","종로구","[돈의문박물관마을] 2022 '구세군과 함께하는 돈의문성탄절'","2022-12-09~2022-12-25","돈의문박물관마을 일대","2022-12-09 09:00:00+09","2022-12-25 09:00:00+09"
"전시/미술","금천구","캐비닛 프로젝트 [캐빈] 전","2022-12-09~2022-12-15","은평문화예술회관 1층 로비","2022-12-09 09:00:00+09","2022-12-15 09:00:00+09"
"축제-문화/예술","중구","2022 꿈의 댄스팀(무용단) 결과공유회 [함께 추는 춤, 피어나는 꿈]","2022-12-09~2022-12-10","커뮤니티하우스 마실 (서울특별시 중구 명동11길 14)","2022-12-09 09:00:00+09","2022-12-10 09:00:00+09"
"뮤지컬/오페라","관악구","지구를 구하는 기상천외한 히어로들의 이야기! 뮤지컬 [스페셜5] 개최","2022-12-09~2022-12-10","관악아트홀 공연장","2022-12-09 09:00:00+09","2022-12-10 09:00:00+09"
"기타","종로구","2022 세마피칭 [기록하는 미술관, 기억하는 미래]","2022-12-09~2022-12-10","서울시 종로구 평창문화로 101 (서울시립 미술아카이브 나눔동 2층 다목적홀)","2022-12-09 09:00:00+09","2022-12-10 09:00:00+09"
"교육/체험","종로구","서울생활문화센터 체부 원데이클래스 체부동아틀리에 양모공예 (양모 브로치 만들기)","2022-12-09~2022-12-09","서울생활문화센터 체부 체부홀","2022-12-09 09:00:00+09","2022-12-09 09:00:00+09"
"독주/독창회","종로구","이경아 피아노 독주회","2022-12-09~2022-12-09","세종체임버홀","2022-12-09 09:00:00+09","2022-12-09 09:00:00+09"
"연극","중랑구","망우열전 나운규 편 입체낭독극 [황무지]","2022-12-09~2022-12-09","중랑구립도서관 4층 강당 (서울시 중랑구 신내로15길 197)","2022-12-09 09:00:00+09","2022-12-09 09:00:00+09"
